divipola,municipio,departamento,desercion,vecinos,z,wz,Ii,p_rangos,cuadrante,lisa,lisa_bonferroni,lisa_fdr,gistar_z,gistar_p,gistar
25324,Guataquí,Cundinamarca,2.01,5,-0.8001235155,-0.3801311274,0.3044234182,0.19712,Low-Low,1,1,1,-1.1055510975,0.19768,4
25326,Guatavita,Cundinamarca,2.74,7,-0.3869234572,-0.2454165879,0.0950422181,0.2664,Low-Low,1,1,1,-0.7468428555,0.26888,4
25328,Guayabal de Siquima,Cundinamarca,3.49,4,0.0375971507,0.626265727,0.02356683,0.10576,High-High,1,1,1,1.1396565944,0.10656,4
63190,Circasia,Quindio,3.45,5,0.0149560516,0.4462689892,0.0066803813,0.15564,High-High,1,1,1,0.9195126269,0.15684,4
63212,Córdoba,Quindio,3.47,4,0.0262766012,0.3007999276,0.0079110569,0.25188,High-High,1,1,1,0.5510688625,0.25912,4
63272,Filandia,Quindio,3.95,6,0.2979697902,0.9460712516,0.2821523494,0.01904,High-High,2,1,1,2.2651934171,0.01796,6
63302,Génova,Quindio,5.14,4,0.9715424881,1.0705972966,1.0410594494,0.02804,High-High,2,1,1,2.3548872996,0.0242,6
63401,La Tebaida,Quindio,5.03,7,0.9092794656,1.3815081037,1.2572985367,0.001,High-High,2,1,2,3.7539559671,0.00124,7
63470,Montenegro,Quindio,5.4,6,1.1187096321,0.8177716901,0.9156658961,0.0314,High-High,2,1,1,2.2845082615,0.03248,6
63548,Pijao,Quindio,4.53,7,0.626265727,0.4273474993,0.2678720504,0.1274,High-High,1,1,1,1.2836380055,0.12768,4
63594,Quimbaya,Quindio,4.74,6,0.7451314972,0.8149415527,0.6077807966,0.03244,High-High,2,1,1,2.1364277876,0.03064,6
63690,Salento,Quindio,1.95,9,-0.8340851641,0.377213637,-0.3149092165,0.13128,Low-High,1,1,1,0.8134442795,0.12648,4
66001,Pereira,Risaralda,5.49,13,1.1696521051,0.8735761939,1.022692538,0.00216,High-High,2,1,2,3.3688550903,0.00244,7
66045,Apía,Risaralda,4.58,5,0.6545671008,0.9387128944,0.6149991944,0.02768,High-High,2,1,1,2.1892322162,0.0288,6
66088,Belén de Umbría,Risaralda,5.06,6,0.9262602899,0.5545689132,0.5141338008,0.09212,High-High,1,1,1,1.6127808944,0.08936,5
66318,Guática,Risaralda,3.48,5,0.0319368759,0.6149451774,0.019656963,0.08888,High-High,1,1,1,1.2716976225,0.08748,5
66383,La Celia,Risaralda,3.52,4,0.054577975,1.8021878108,0.0984475826,0.00204,High-High,2,1,2,3.2555280101,0.002,7
66400,La Virginia,Risaralda,6.15,5,1.54323024,1.4730428328,2.2752739268,0.00268,High-High,2,1,2,3.646629336,0.00328,7
66440,Marsella,Risaralda,5.28,6,1.0507863349,1.2366320232,1.300596242,0.004,High-High,2,1,2,3.2116207939,0.0056,7
66572,Pueblo Rico,Risaralda,3.42,7,-0.0020247727,0.7944567488,-0.0016100306,0.02472,Low-High,5,1,1,1.9725152908,0.0258,6
66594,Quinchía,Risaralda,3.78,5,0.2017451191,0.0738229093,0.0149067093,0.4106,High-High,1,1,1,0.2336786882,0.40764,4
66682,Santa Rosa de Cabal,Risaralda,5.57,7,1.2149343032,0.6133279561,0.7458184883,0.06016,High-High,1,1,1,1.9544397935,0.0588,5
66687,Santuario,Risaralda,7.8,9,2.4771755774,0.8702864616,2.1577772361,0.008,High-High,2,1,1,3.2748700261,0.00872,7
68013,Aguada,Santander,0.44,4,-1.6887866547,-0.9161591483,1.5485787695,0.02,Low-Low,3,1,1,-2.3994808455,0.01816,2
68020,Albania,Santander,1.3,6,-1.2020030243,-1.0887975289,1.3099064386,0.00076,Low-Low,3,1,3,-2.9326458266,0.00076,1
68051,Aratoca,Santander,1.39,5,-1.1510605514,0.2991018452,-0.3445917315,0.23716,Low-High,1,1,1,0.1409984262,0.2368,4
68077,Barbosa,Santander,4.26,6,0.4734383081,0.1592930583,0.0754827712,0.32988,High-High,1,1,1,0.5418800758,0.3264,4
68079,Barichara,Santander,1.67,5,-0.9925728577,-0.6767295255,0.6723030942,0.05112,Low-Low,1,1,1,-1.7913850362,0.05272,3
68081,Barrancabermeja,Santander,3.48,8,0.0319368759,0.6163602461,0.0197021963,0.04616,High-High,2,1,1,1.6609539073,0.04516,6
68092,Betulia,Santander,3.53,4,0.0602382498,0.2696684164,0.0162588573,0.2748,High-High,1,1,1,0.5104766051,0.27444,4
68101,Bolívar,Santander,2.4,10,-0.5793727994,0.0064656395,-0.0037493603,0.47224,Low-Low,1,1,1,-0.155959913,0.47212,4
68121,Cabrera,Santander,0.42,6,-1.7001072042,-0.7869162077,1.3390364156,0.01676,Low-Low,3,1,1,-2.4347520593,0.01608,2
68132,California,Santander,1.46,3,-1.111438628,-0.2850385113,0.3170856715,0.32852,Low-Low,1,1,1,-0.9850360753,0.32688,4
68147,Capitanejo,Santander,1.23,7,-1.2416249477,-0.9804436975,1.2184302684,0.00132,Low-Low,3,1,3,-2.8757347574,0.00136,1
68152,Carcasí,Santander,2.25,5,-0.664276921,-0.9529509343,0.6335885119,0.00816,Low-Low,3,1,1,-2.2223482545,0.007,1
68160,Cepitá,Santander,5.59,6,1.2262548528,-0.466167304,-0.5721503115,0.119,High-Low,1,1,1,-0.5955496514,0.121,4
68162,Cerrito,Santander,3.19,4,-0.1322110924,-0.7138043252,0.0944571111,0.06188,Low-Low,1,1,1,-1.3390081216,0.06148,3
68167,Charalá,Santander,2.41,11,-0.5737125246,-0.6081887437,0.3492370402,0.0134,Low-Low,3,1,1,-2.108189339,0.01372,2
68169,Charta,Santander,3.79,6,0.2074053939,-0.2105115601,-0.0437002163,0.31852,High-Low,1,1,1,-0.4002551133,0.31688,4
68176,Chima,Santander,1.18,6,-1.2699263216,-0.5406942551,0.6872549396,0.08248,Low-Low,1,1,1,-1.7115184403,0.07872,3
68179,Chipatá,Santander,0.4,4,-1.7114277538,-0.1463617794,0.250711261,0.4128,Low-Low,1,1,1,-1.0294921591,0.40728,4
68190,Cimitarra,Santander,4.13,5,0.3998547361,0.1315577119,0.052650942,0.3598,High-High,1,1,1,0.4329412515,0.36336,4
68207,Concepción,Santander,2.42,8,-0.5680522499,-0.701068707,0.398599231,0.01548,Low-Low,3,1,1,-2.0671822587,0.01476,2
68209,Confines,Santander,2.21,6,-0.6869180201,-0.3840933198,0.2640761947,0.17176,Low-Low,1,1,1,-1.1342192014,0.16908,4
68211,Contratación,Santander,0.18,4,-1.8359537987,-0.96851669,1.7797395317,0.0134,Low-Low,3,1,1,-2.5593128589,0.01364,2
68217,Coromoro,Santander,1.71,7,-0.9699317587,-0.6165688908,0.5985637037,0.03912,Low-Low,3,1,1,-1.8755572412,0.0404,2
68229,Curití,Santander,3.31,7,-0.0642877952,-0.2818040686,0.0181327377,0.22956,Low-Low,1,1,1,-0.7227421925,0.23108,4
68235,El Carmen de Chucurí,Santander,4.06,4,0.3602328127,-0.1350412298,-0.0486897162,0.41524,High-Low,1,1,1,-0.0806481429,0.41912,4
68245,El Guacamayo,Santander,1.08,5,-1.3265290693,-1.1306835622,1.5012237961,0.00104,Low-Low,3,1,3,-2.8572080491,0.00116,1
68250,El Peñón,Santander,2.84,2,-0.3303207095,-0.6048440359,0.1999708972,0.19228,Low-Low,1,1,1,-0.8903166071,0.19304,4
68255,El Playón,Santander,3.18,4,-0.1378713672,-0.2779631678,0.0383573791,0.299,Low-Low,1,1,1,-0.5601441832,0.30524,4
68264,Encino,Santander,1.53,7,-1.0718167046,-0.8025493476,0.86095382,0.00936,Low-Low,3,1,1,-2.3736376107,0.00968,1
68266,Enciso,Santander,1.54,6,-1.0661564298,-0.7916331034,0.8447582988,0.0174,Low-Low,3,1,1,-2.20512002,0.01548,2
68271,Florián,Santander,2.38,6,-0.590693349,-0.7123892565,0.4211793132,0.02716,Low-Low,3,1,1,-1.8445762575,0.02948,2
68276,Floridablanca,Santander,4.82,4,0.7904136954,0.8625821987,0.6824055304,0.05236,High-High,1,1,1,1.9007614202,0.04816,6
68296,Galán,Santander,1.69,7,-0.9812523082,-0.5268131051,0.5173981259,0.07204,Low-Low,1,1,1,-1.6566428853,0.07308,3
68298,Gambita,Santander,2.18,10,-0.7038988444,-0.1537201366,0.1083000367,0.31888,Low-Low,1,1,1,-0.6790570316,0.32536,4
68318,Guaca,Santander,3.04,7,-0.217115214,-0.1572780236,0.0341779405,0.35628,Low-Low,1,1,1,-0.467676842,0.35432,4
68320,Guadalupe,Santander,1.95,8,-0.8340851641,-1.0286571094,0.8587536943,0.00016,Low-Low,3,1,3,-3.0333151066,0.00032,1
68322,Guapotá,Santander,3.53,5,0.0602382498,-0.8023876254,-0.048377582,0.02212,High-Low,4,1,1,-1.617609545,0.02328,2
68324,Guavatá,Santander,5.14,6,0.9715424881,-0.3850366989,-0.374413512,0.17048,High-Low,1,1,1,-0.5075598046,0.16916,4
68327,Güepsa,Santander,4.66,5,0.699849299,-0.3586220833,-0.2512055042,0.20736,High-Low,1,1,1,-0.4475212374,0.21408,4
68344,Hato,Santander,2.31,4,-0.6303152724,-0.4647522353,0.2932019857,0.17256,Low-Low,1,1,1,-1.115750706,0.1702,4
68368,Jesús María,Santander,1.94,6,-0.8397454389,-0.3793764241,0.3188640679,0.1734,Low-Low,1,1,1,-1.1814332656,0.17344,4
68370,Jordán,Santander,2.58,4,-0.4774878535,-0.4987138839,0.2383424379,0.15136,Low-Low,1,1,1,-1.1081396577,0.1542,4
68377,La Belleza,Santander,3.65,5,0.1281615471,-0.6314473273,-0.0809995228,0.06504,High-Low,1,1,1,-1.2399374774,0.06508,3
68385,Landázuri,Santander,3.72,4,0.1677834705,0.4083451483,0.068574739,0.19252,High-High,1,1,1,0.8073074872,0.19384,4
68397,La Paz,Santander,1.92,6,-0.8510659885,-0.9340833518,0.7956763627,0.00456,Low-Low,3,1,1,-2.4476286222,0.00432,1
68406,Lebríja,Santander,4.82,3,0.7904136954,0.7941872119,0.6282969279,0.08544,High-High,1,1,1,1.5893257495,0.09056,5
68418,Los Santos,Santander,2.2,6,-0.6925782948,-0.0454202126,0.0314851401,0.48372,Low-Low,1,1,1,-0.3659176121,0.47588,4
68425,Macaravita,Santander,1.2,8,-1.258605772,-1.1333721927,1.4277424164,0.00016,Low-Low,3,1,3,-3.4557614303,0.00016,1
47058,Ariguaní,Magdalena,1.78,5,-0.9303098353,0.3704213073,-0.3449142698,0.19232,Low-High,1,1,1,0.3773330943,0.19264,4
47161,Cerro San Antonio,Magdalena,6.28,7,1.616813812,-0.4322056553,-0.6994199983,0.12164,High-Low,1,1,1,-0.4998110594,0.122,4
47170,Chibolo,Magdalena,3.18,6,-0.1378713672,-0.2284357636,0.0315228714,0.30284,Low-Low,1,1,1,-0.5719426193,0.29376,4
47189,Ciénaga,Magdalena,5.29,4,1.0564466096,-0.1194754742,-0.1263321556,0.43152,High-Low,1,1,1,0.2593120126,0.42912,4
47205,Concordia,Magdalena,3.97,3,0.3092903398,0.2470273173,0.07647138,0.31332,High-High,1,1,1,0.5261256566,0.305,4
47245,El Banco,Magdalena,2.81,7,-0.3473015338,0.3998547361,-0.1389941544,0.14056,Low-High,1,1,1,0.8699099567,0.14104,4
47258,El Piñon,Magdalena,3.3,6,-0.0699480699,0.3413652301,-0.0238991585,0.18744,Low-High,1,1,1,0.7500511768,0.19016,4
47268,El Retén,Magdalena,2.15,6,-0.7208796687,0.0008053647,-0.0005810894,0.4764,Low-Low,1,1,1,-0.2714894838,0.47996,4
47288,Fundación,Magdalena,1.57,7,-1.0491756055,0.3424433777,-0.3596040268,0.177,Low-High,1,1,1,0.4782741823,0.1774,4
47318,Guamal,Magdalena,3.19,5,-0.1322110924,0.1145768876,-0.0151618608,0.36936,Low-High,1,1,1,0.1803875376,0.37516,4
47460,Nueva Granada,Magdalena,1.5,4,-1.0887975289,-0.7902180347,0.8611556465,0.04012,Low-Low,3,1,1,-1.9047627087,0.042,2
47541,Pedraza,Magdalena,1.9,5,-0.862386538,0.2074053939,-0.1790233192,0.3002,Low-High,1,1,1,0.0714882297,0.30124,4
47545,Pijiño del Carmen,Magdalena,4.73,5,0.7394712224,0.3149506145,0.2331048596,0.22384,High-High,1,1,1,0.9473167055,0.22552,4
47551,Pivijay,Magdalena,5.81,7,1.3507808978,-0.4111817776,-0.5559123983,0.13588,High-Low,1,1,1,-0.5419872197,0.134,4
47555,Plato,Magdalena,1.39,8,-1.1510605514,-0.7767748821,0.8949132409,0.00668,Low-Low,3,1,1,-2.4650016667,0.00716,1
47570,Puebloviejo,Magdalena,2.6,6,-0.466167304,-0.0086284266,0.0040258817,0.48584,Low-Low,1,1,1,-0.1963762,0.4848,4
47605,Remolino,Magdalena,3.59,7,0.0941998984,-0.0691394593,-0.0065187452,0.44892,High-Low,1,1,1,-0.1383011138,0.45204,4
47660,Sabanas de San Angel,Magdalena,2.92,9,-0.2850385113,0.0973444955,-0.0277717041,0.36496,Low-High,1,1,1,0.1877494952,0.36744,4
47675,Salamina,Magdalena,2.17,5,-0.7095591192,0.3251391091,-0.2309114069,0.22152,Low-High,1,1,1,0.3750160878,0.2186,4
47692,San Sebastián de Buenavista,Magdalena,1.62,7,-1.0208742316,0.5858351929,-0.5985980382,0.06596,Low-High,1,1,1,1.0928410898,0.06872,5
47703,San Zenón,Magdalena,2.98,5,-0.2510768626,-0.2997552257,0.0753287995,0.25804,Low-Low,1,1,1,-0.7162939972,0.25892,4
47707,Santa Ana,Magdalena,2.02,8,-0.7944632407,-0.3190001599,0.2536601811,0.18736,Low-Low,1,1,1,-1.1199931921,0.182,4
47720,Santa Bárbara de Pinto,Magdalena,1.7,5,-0.9755920334,-0.6959744597,0.6795933769,0.04624,Low-Low,3,1,1,-1.8238231279,0.04628,2
47745,Sitionuevo,Magdalena,3.83,9,0.230046493,-0.5969825431,-0.1374563598,0.02684,High-Low,4,1,1,-1.6335976788,0.02452,2
47798,Tenerife,Magdalena,1.3,6,-1.2020030243,-0.3142832643,0.3781067283,0.22164,Low-Low,1,1,1,-1.1707027965,0.22156,4
47960,Zapayán,Magdalena,3.4,7,-0.0133453222,-0.0683308486,0.0009127114,0.45072,Low-Low,1,1,1,-0.1744521083,0.45344,4
47980,Zona Bananera,Magdalena,2.44,3,-0.5567317003,0.1451423714,-0.0808775068,0.36464,Low-High,1,1,1,-0.0607607946,0.36992,4
50006,Acacías,Meta,4.53,6,0.626265727,0.4904191325,0.3074069201,0.11876,High-High,1,1,1,1.3531035416,0.1142,4
50110,Barranca de Upía,Meta,6.95,5,1.9960522218,0.7224903981,1.4434161791,0.06176,High-High,1,1,1,2.2958145175,0.0596,5
50124,Cabuyaro,Meta,4.47,5,0.5923040783,0.7723008161,0.4578453489,0.05112,High-High,1,1,1,1.8231451813,0.05056,5
50150,Castilla la Nueva,Meta,4.57,4,0.6489068261,1.6691713537,1.0841037716,0.00288,High-High,2,1,2,3.283435187,0.00312,7
50223,Cubarral,Meta,4.82,7,0.7904136954,0.3917686293,0.3099357715,0.14532,High-High,1,1,1,1.2535121767,0.14412,4
50226,Cumaral,Meta,4.44,5,0.575323254,0.377213637,0.2172135448,0.1882,High-High,1,1,1,1.0075588758,0.19344,4
50245,El Calvario,Meta,5.7,6,1.2885178753,-0.3397545007,-0.4381706222,0.2038,High-Low,1,1,1,-0.2843660468,0.20368,4
50251,El Castillo,Meta,3.64,5,0.1225012723,0.3670251424,0.0450011907,0.19596,High-High,1,1,1,0.8013452929,0.19348,4
50270,El Dorado,Meta,1.82,3,-0.9076687362,0.9696557298,-0.8809120177,0.0528,Low-High,1,1,1,1.0024392982,0.0548,5
50287,Fuente de Oro,Meta,3.77,4,0.1960848443,1.0507863349,0.2062272421,0.02648,High-High,2,1,1,1.9717978706,0.0276,6
50313,Granada,Meta,2.94,5,-0.2737179617,0.7394712224,-0.2025872759,0.05856,Low-High,1,1,1,1.4014499893,0.05796,5
50318,Guamal,Meta,5.9,6,1.4017233707,0.3394784719,0.4762797783,0.19084,High-High,1,1,1,1.3037433836,0.19196,4
50330,Mesetas,Meta,4.01,4,0.3319314388,0.930505496,0.3091397996,0.03832,High-High,2,1,1,1.8170398894,0.04,6
50370,Uribe,Meta,4.18,9,0.42815611,0.9665111327,0.4141871269,0.006,High-High,2,1,1,2.8990935607,0.00512,7
50400,Lejanías,Meta,3.83,6,0.230046493,0.4253259726,0.0979321097,0.14612,High-High,1,1,1,1.0547964999,0.14408,4
50573,Puerto López,Meta,3.76,10,0.1904245696,0.7943758877,0.1514037478,0.0106,High-High,2,1,1,2.4646708971,0.01204,6
50606,Restrepo,Meta,2.36,6,-0.6020138985,0.5083433359,-0.3063029943,0.10752,Low-High,1,1,1,0.9281769642,0.10848,4
50680,San Carlos de Guaroa,Meta,8.11,5,2.6526440953,0.7700367062,2.0444571016,0.0484,High-High,2,1,1,2.6619015523,0.05044,5
50683,San Juan de Arama,Meta,5.46,6,1.1526712808,0.6206054522,0.7159927904,0.07152,High-High,1,1,1,1.8488512151,0.0702,5
50686,San Juanito,Meta,3.06,6,-0.2057946645,-0.0246658718,0.005080637,0.49772,Low-Low,1,1,1,-0.1341394791,0.4974,4
50689,San Martín,Meta,6.95,12,1.9960522218,0.9555050429,1.9089408548,0.0016,High-High,2,1,2,3.7555579965,0.00168,7
52036,Ancuyá,Nariño,1.05,5,-1.3435098936,-0.7616336471,1.0241759672,0.03032,Low-Low,3,1,1,-2.1088149336,0.02988,2
52051,Arboleda,Nariño,1.27,4,-1.2189838486,-0.5779577307,0.7051501757,0.11316,Low-Low,1,1,1,-1.5825616658,0.11268,4
52083,Belén,Nariño,1.75,5,-0.9472906596,-0.5703163598,0.5407377315,0.09,Low-Low,1,1,1,-1.5550503682,0.09056,3
52110,Buesaco,Nariño,2.16,9,-0.7152193939,-0.4963554361,0.3553200012,0.05532,Low-Low,1,1,1,-1.6461834935,0.05816,3
52203,Colón,Nariño,3.38,4,-0.0246658718,-1.0520057429,0.0259718072,0.00732,Low-Low,3,1,1,-1.8971516605,0.00692,1
52207,Consaca,Nariño,3.29,8,-0.0756083447,-1.2366722073,0.0935862231,8e-05,Low-Low,3,1,3,-3.3364156079,4e-05,1
52210,Contadero,Nariño,1.49,5,-1.0944578036,-0.9303098353,1.0190939526,0.00876,Low-Low,3,1,1,-2.3521006213,0.00896,1
52215,Córdoba,Nariño,1.48,4,-1.1001180784,-0.1690028785,0.1860891247,0.38788,Low-Low,1,1,1,-0.7960866792,0.38536,4
52224,Cuaspud,Nariño,1.48,4,-1.1001180784,-1.1779468565,1.2970376686,0.00248,Low-Low,3,1,3,-2.6049791484,0.00168,1
52227,Cumbal,Nariño,0.86,4,-1.4510551143,-0.8595564006,1.2483773394,0.02732,Low-Low,3,1,1,-2.1914455264,0.02828,2
52233,Cumbitara,Nariño,4.72,5,0.7338109476,-0.3076796104,-0.2259802545,0.25284,High-Low,1,1,1,-0.3293539034,0.25488,4
52240,Chachagüí,Nariño,2.55,6,-0.4944686778,-0.825594752,0.4085952372,0.01136,Low-Low,3,1,1,-2.0656239214,0.0114,2
52254,El Peñol,Nariño,0.41,5,-1.705767479,-0.564656085,0.9640319616,0.09032,Low-Low,1,1,1,-1.8539442131,0.08996,3
52256,El Rosario,Nariño,2.43,6,-0.5623919751,-0.0652311743,0.0367182439,0.45604,Low-Low,1,1,1,-0.3616254245,0.45692,4
52258,El Tablón de Gómez,Nariño,1.52,8,-1.0774769793,-0.1810309623,0.1952308522,0.3164,Low-Low,1,1,1,-0.8453083628,0.31184,4
52287,Funes,Nariño,0.73,8,-1.5246386863,-0.754133783,1.1508081308,0.00888,Low-Low,3,1,1,-2.5294105232,0.00856,1
52320,Guaitarilla,Nariño,0.15,7,-1.8529346231,-0.8373196069,1.5528837566,0.00564,Low-Low,3,1,1,-2.7371559449,0.00596,1
52323,Gualmatán,Nariño,1.73,4,-0.9586112091,-0.8878577745,0.8518703347,0.0232,Low-Low,3,1,1,-2.0214654487,0.02244,2
52352,Iles,Nariño,1.9,7,-0.862386538,-1.3499787791,1.1652429931,4e-05,Low-Low,3,3,3,-3.6590063062,4e-05,1
52354,Imués,Nariño,0.44,6,-1.6887866547,-1.3350194814,2.2565760868,4e-05,Low-Low,3,3,3,-3.6773403839,4e-05,1
52378,La Cruz,Nariño,1.52,7,-1.0774769793,-0.4459520369,0.4809320743,0.114,Low-Low,1,1,1,-1.4899466326,0.10916,4
52385,La Llanada,Nariño,2.58,4,-0.4774878535,-0.2086248019,0.0997047515,0.35464,Low-Low,1,1,1,-0.5880513601,0.3574,4
52399,La Unión,Nariño,1.59,8,-1.0378550559,-0.2418789161,0.2512593947,0.2546,Low-Low,1,1,1,-0.9949642354,0.25084,4
52411,Linares,Nariño,2.37,7,-0.5963536237,-0.8931137439,0.5330871637,0.00376,Low-Low,3,1,3,-2.4298724911,0.00328,1
52418,Los Andes,Nariño,2.61,7,-0.4605070292,-0.145957474,0.0672744556,0.3654,Low-Low,1,1,1,-0.525920111,0.36392,4
52480,Nariño,Nariño,0.65,3,-1.5699208845,-0.598240382,0.9400286322,0.1426,Low-Low,1,1,1,-1.6853305364,0.14172,4
52565,Providencia,Nariño,3.52,4,0.054577975,-0.9529509343,-0.0520565699,0.01448,High-Low,4,1,1,-1.6840423092,0.01436,2
52573,Puerres,Nariño,2.06,5,-0.7718221417,-0.4865442932,0.3758609491,0.1306,Low-Low,1,1,1,-1.3117646805,0.135,4
52585,Pupiales,Nariño,1.55,7,-1.060496155,-1.1720844291,1.2441008438,2e-04,Low-Low,3,1,3,-3.2874544176,8e-05,1
52612,Ricaurte,Nariño,2.55,5,-0.4944686778,-0.3789990725,0.1875704945,0.20112,Low-Low,1,1,1,-0.9781157373,0.19852,4
52685,San Bernardo,Nariño,2.19,6,-0.6982385696,-0.8529527467,0.5960962598,0.00996,Low-Low,3,1,1,-2.20512002,0.00844,1
52687,San Lorenzo,Nariño,2.33,7,-0.6189947228,-0.5939277917,0.3679664171,0.04792,Low-Low,3,1,1,-1.6948022684,0.0474,2
52694,San Pedro de Cartago,Nariño,3.4,6,-0.0133453222,-0.9142723901,0.0122121536,0.0054,Low-Low,3,1,1,-2.0849387658,0.00568,1
52699,Santacruz,Nariño,2.79,6,-0.3586220833,-0.6576732671,0.236066743,0.03972,Low-Low,3,1,1,-1.6321129688,0.04208,2
52720,Sapuyes,Nariño,0.6,7,-1.5982222583,-0.9553767664,1.5282677207,0.00196,Low-Low,3,1,3,-2.9400031921,0.0014,1
52786,Taminango,Nariño,1.8,7,-0.9189892857,-0.5696694712,0.5239875692,0.0542,Low-Low,1,1,1,-1.7409952059,0.05252,3
52788,Tangua,Nariño,0.81,4,-1.4793564881,-0.8892728432,1.3167261498,0.02324,Low-Low,3,1,1,-2.2574079447,0.02116,2
52838,Túquerres,Nariño,1.59,6,-1.0378550559,-1.1614377218,1.2064802653,0.00056,Low-Low,3,1,3,-3.0356583302,0.00044,1
52885,Yacuanquer,Nariño,1.29,5,-1.2076632991,-1.3242649594,1.6006941059,8e-05,Low-Low,3,1,3,-3.2047590316,8e-05,1
54003,Abrego,Norte de Santander,5.12,10,0.9602219385,0.1547648385,0.1487412795,0.29972,High-High,1,1,1,0.7598888125,0.29512,4
54051,Arboledas,Norte de Santander,3.01,6,-0.2340960383,-0.2661709287,0.0623651935,0.2664,Low-Low,1,1,1,-0.6942699673,0.266,4
54125,Cácota,Norte de Santander,1.02,4,-1.3604907179,-0.3713577015,0.505679803,0.23548,Low-Low,1,1,1,-1.2755827194,0.23104,4
54172,Chinácota,Norte de Santander,3.52,6,0.054577975,-0.4312622762,-0.0235584373,0.13844,High-Low,1,1,1,-0.9603856016,0.13932,4
54174,Chitagá,Norte de Santander,2.04,9,-0.7831426912,-0.3699426329,0.2899765457,0.12812,Low-Low,1,1,1,-1.3063664985,0.12728,4
54206,Convención,Norte de Santander,3.97,4,0.3092903398,0.4592876212,0.1421800576,0.17316,High-High,1,1,1,0.9620654684,0.16596,4
54223,Cucutilla,Norte de Santander,1.07,7,-1.3321893441,-0.3295120988,0.4393644465,0.18956,Low-Low,1,1,1,-1.2911161625,0.19288,4
54245,El Carmen,Norte de Santander,4.63,9,0.6828684747,0.7438736583,0.5084214132,0.01836,High-High,2,1,1,2.3435197436,0.01924,6
54250,El Tarra,Norte de Santander,5.16,3,0.9828630376,0.4621177586,0.4546039983,0.20168,High-High,1,1,1,1.1867273143,0.1954,4
54347,Herrán,Norte de Santander,2.6,3,-0.466167304,-0.4831481283,0.2254289567,0.20008,Low-Low,1,1,1,-0.9595192731,0.19972,4
54385,La Esperanza,Norte de Santander,5.49,5,1.1696521051,0.6285298369,0.7358176408,0.08548,High-High,1,1,1,1.7652200176,0.0838,5
54398,La Playa,Norte de Santander,1.74,4,-0.9529509343,0.3984396674,-0.3800324654,0.2034,Low-High,1,1,1,0.2872191895,0.19992,4
54418,Lourdes,Norte de Santander,1.94,4,-0.8397454389,-0.2595672748,0.2181650516,0.31288,Low-Low,1,1,1,-0.8417529687,0.31432,4
54480,Mutiscua,Norte de Santander,1.42,5,-1.134079727,-0.3801311274,0.4314839151,0.19908,Low-Low,1,1,1,-1.242254484,0.19568,4
54520,Pamplonita,Norte de Santander,1.94,6,-0.8397454389,-0.4454129631,0.3743674627,0.12992,Low-Low,1,1,1,-1.3316598333,0.1296,4
54553,Puerto Santander,Norte de Santander,5.43,1,1.1356904564,0.4847588577,0.5510275584,0.2698,High-High,1,1,1,1.1468542188,0.26528,4
54599,Ragonvalia,Norte de Santander,2.27,4,-0.6529563714,0.2456122486,-0.1605172738,0.28548,Low-High,1,1,1,0.1476833048,0.296,4
54660,Salazar,Norte de Santander,3.71,6,0.1621231957,-0.063344416,-0.0102787684,0.46444,High-Low,1,1,1,-0.0826332273,0.46204,4
54670,San Calixto,Norte de Santander,4.23,7,0.4564574838,0.3117161718,0.1424122198,0.1968,High-High,1,1,1,0.9361867801,0.19668,4
54673,San Cayetano,Norte de Santander,5.18,5,0.9941835871,0.7066416287,0.7031587696,0.06712,High-High,1,1,1,1.8532662665,0.06452,5
54680,Santiago,Norte de Santander,4.73,5,0.7394712224,0.5198525613,0.3847592375,0.12128,High-High,1,1,1,1.366694891,0.12288,4
54743,Silos,Norte de Santander,2.67,7,-0.4265453806,-0.5082150594,0.2169703366,0.0784,Low-Low,1,1,1,-1.4136278663,0.07912,3
54800,Teorama,Norte de Santander,2.34,5,-0.613334448,0.7485276621,-0.4595077092,0.0552,Low-High,1,1,1,1.2809656487,0.05608,5
54810,Tibú,Norte de Santander,6.15,5,1.54323024,0.4711741982,0.7277794945,0.14464,High-High,1,1,1,1.5960785395,0.14084,4
54871,Villa Caro,Norte de Santander,1.63,6,-1.0152139568,-0.1265508177,0.1285908672,0.395,Low-Low,1,1,1,-0.6728090291,0.40292,4
63001,Armenia,Quindio,5.02,5,0.9036191908,0.3681571974,0.3329709391,0.19564,High-High,1,1,1,1.1234092033,0.18992,4
63111,Buenavista,Quindio,3.04,3,-0.217115214,0.42815611,-0.0930422047,0.21428,Low-High,1,1,1,0.5346312574,0.21396,4
63130,Calarca,Quindio,4.54,8,0.6319260018,0.4840513233,0.3061577287,0.08912,High-High,1,1,1,1.5075092785,0.09188,5
73563,Prado,Tolima,3.22,5,-0.1152302681,-0.1288149276,0.0148566317,0.40928,Low-Low,1,1,1,-0.310817851,0.40716,4
73585,Purificación,Tolima,2.73,7,-0.3925837319,0.0731760207,-0.028753365,0.39772,Low-High,1,1,1,0.042453859,0.39784,4
73616,Rioblanco,Tolima,5.59,9,1.2262548528,0.7262639146,0.8913798146,0.02176,High-High,2,1,1,2.4657819428,0.02112,6
73622,Roncesvalles,Tolima,1.87,7,-0.8793673623,0.4394766595,-0.3868064857,0.1228,Low-High,1,1,1,0.7795324703,0.12344,4
