divipola,municipio,departamento,tipo,desercion,clase_equal,clase_quantile,clase_fisher,clase_sd,clase_headtails
05667,San Rafael,Antioquia,Municipio,2.95,1,3,2,1,1
05670,San Roque,Antioquia,Municipio,3.31,2,3,3,1,1
05674,San Vicente,Antioquia,Municipio,2.84,1,3,2,1,1
05679,Santa B<U+00E1>rbara,Antioquia,Municipio,3.09,2,3,2,1,1
05697,El Santuario,Antioquia,Municipio,3.55,2,3,3,2,2
05736,Segovia,Antioquia,Municipio,7.66,3,5,5,3,2
05756,Sonson,Antioquia,Municipio,3.27,2,3,3,1,1
05761,Sopetr<U+00E1>n,Antioquia,Municipio,3.44,2,3,3,2,2
05789,T<U+00E1>mesis,Antioquia,Municipio,1.41,1,1,1,1,1
05790,Taraz<U+00E1>,Antioquia,Municipio,6.57,3,5,4,2,2
05792,Tarso,Antioquia,Municipio,1.62,1,1,1,1,1
05809,Titirib<U+00ED>,Antioquia,Municipio,2.69,1,2,2,1,1
05842,Uramita,Antioquia,Municipio,6.73,3,5,4,2,2
05854,Valdivia,Antioquia,Municipio,3.59,2,3,3,2,2
05856,Valpara<U+00ED>so,Antioquia,Municipio,1.73,1,1,1,1,1
05858,Vegach<U+00ED>,Antioquia,Municipio,4.44,2,4,3,2,2
05861,Venecia,Antioquia,Municipio,4.24,2,4,3,2,2
05885,Yal<U+00ED>,Antioquia,Municipio,3.55,2,3,3,2,2
05887,Yarumal,Antioquia,Municipio,2.26,1,2,2,1,1
05890,Yolomb<U+00F3>,Antioquia,Municipio,2.86,1,3,2,1,1
05895,Zaragoza,Antioquia,Municipio,3.38,2,3,3,1,1
08001,Barranquilla,Atl<U+00E1>ntico,Municipio,1.65,1,1,1,1,1
08078,Baranoa,Atl<U+00E1>ntico,Municipio,2.36,1,2,2,1,1
08137,Campo de la Cruz,Atl<U+00E1>ntico,Municipio,3.32,2,3,3,1,1
08141,Candelaria,Atl<U+00E1>ntico,Municipio,4.92,2,5,4,2,2
08296,Galapa,Atl<U+00E1>ntico,Municipio,3.26,2,3,3,1,1
08372,Juan de Acosta,Atl<U+00E1>ntico,Municipio,3.78,2,4,3,2,2
08421,Luruaco,Atl<U+00E1>ntico,Municipio,3.28,2,3,3,1,1
08433,Malambo,Atl<U+00E1>ntico,Municipio,1.97,1,2,1,1,1
08436,Manat<U+00ED>,Atl<U+00E1>ntico,Municipio,1.86,1,1,1,1,1
08520,Palmar de Varela,Atl<U+00E1>ntico,Municipio,2.58,1,2,2,1,1
08549,Pioj<U+00F3>,Atl<U+00E1>ntico,Municipio,2.35,1,2,2,1,1
08558,Polonuevo,Atl<U+00E1>ntico,Municipio,3.87,2,4,3,2,2
08560,Ponedera,Atl<U+00E1>ntico,Municipio,3.97,2,4,3,2,2
08573,Puerto Colombia,Atl<U+00E1>ntico,Municipio,3.03,2,3,2,1,1
08606,Repel<U+00F3>n,Atl<U+00E1>ntico,Municipio,0.69,1,1,1,1,1
08634,Sabanagrande,Atl<U+00E1>ntico,Municipio,3.03,2,3,2,1,1
08638,Sabanalarga,Atl<U+00E1>ntico,Municipio,2.33,1,2,2,1,1
08675,Santa Luc<U+00ED>a,Atl<U+00E1>ntico,Municipio,1.83,1,1,1,1,1
08685,Santo Tom<U+00E1>s,Atl<U+00E1>ntico,Municipio,1.06,1,1,1,1,1
08758,Soledad,Atl<U+00E1>ntico,Municipio,2.69,1,2,2,1,1
08770,Suan,Atl<U+00E1>ntico,Municipio,0.62,1,1,1,1,1
08832,Tubar<U+00E1>,Atl<U+00E1>ntico,Municipio,2.28,1,2,2,1,1
08849,Usiacur<U+00ED>,Atl<U+00E1>ntico,Municipio,1.82,1,1,1,1,1
13006,Ach<U+00ED>,Bol<U+00ED>var,Municipio,3.94,2,4,3,2,2
13030,Altos del Rosario,Bol<U+00ED>var,Municipio,3.91,2,4,3,2,2
13042,Arenal,Bol<U+00ED>var,Municipio,2.43,1,2,2,1,1
13052,Arjona,Bol<U+00ED>var,Municipio,2.84,1,3,2,1,1
13062,Arroyohondo,Bol<U+00ED>var,Municipio,4.87,2,5,4,2,2
13074,Barranco de Loba,Bol<U+00ED>var,Municipio,5.76,2,5,4,2,2
15183,Chita,Boyac<U+00E1>,Municipio,2.83,1,3,2,1,1
15185,Chitaraque,Boyac<U+00E1>,Municipio,5.17,2,5,4,2,2
15187,Chivat<U+00E1>,Boyac<U+00E1>,Municipio,2.16,1,2,2,1,1
15189,Ci<U+00E9>nega,Boyac<U+00E1>,Municipio,1.63,1,1,1,1,1
15204,C<U+00F3>mbita,Boyac<U+00E1>,Municipio,3.24,2,3,2,1,1
15212,Coper,Boyac<U+00E1>,Municipio,1.86,1,1,1,1,1
15215,Corrales,Boyac<U+00E1>,Municipio,2.72,1,2,2,1,1
15218,Covarach<U+00ED>a,Boyac<U+00E1>,Municipio,1.39,1,1,1,1,1
15223,Cubar<U+00E1>,Boyac<U+00E1>,Municipio,4.97,2,5,4,2,2
15224,Cucaita,Boyac<U+00E1>,Municipio,1.4,1,1,1,1,1
15226,Cu<U+00ED>tiva,Boyac<U+00E1>,Municipio,1.31,1,1,1,1,1
15232,Ch<U+00ED>quiza,Boyac<U+00E1>,Municipio,1.41,1,1,1,1,1
15236,Chivor,Boyac<U+00E1>,Municipio,3,2,3,2,1,1
15238,Duitama,Boyac<U+00E1>,Municipio,2.22,1,2,2,1,1
15244,El Cocuy,Boyac<U+00E1>,Municipio,1.21,1,1,1,1,1
15248,El Espino,Boyac<U+00E1>,Municipio,0.69,1,1,1,1,1
15272,Firavitoba,Boyac<U+00E1>,Municipio,1.78,1,1,1,1,1
15276,Floresta,Boyac<U+00E1>,Municipio,3.35,2,3,3,1,1
15293,Gachantiv<U+00E1>,Boyac<U+00E1>,Municipio,4.33,2,4,3,2,2
15296,Gameza,Boyac<U+00E1>,Municipio,1.8,1,1,1,1,1
15299,Garagoa,Boyac<U+00E1>,Municipio,1.66,1,1,1,1,1
15317,Guacamayas,Boyac<U+00E1>,Municipio,0.97,1,1,1,1,1
15322,Guateque,Boyac<U+00E1>,Municipio,1.87,1,1,1,1,1
15325,Guayat<U+00E1>,Boyac<U+00E1>,Municipio,2.52,1,2,2,1,1
15332,G<U+00FC>ic<U+00E1>n,Boyac<U+00E1>,Municipio,0.46,1,1,1,1,1
15362,Iza,Boyac<U+00E1>,Municipio,3.59,2,3,3,2,2
15367,Jenesano,Boyac<U+00E1>,Municipio,0.86,1,1,1,1,1
15368,Jeric<U+00F3>,Boyac<U+00E1>,Municipio,2.1,1,2,2,1,1
15377,Labranzagrande,Boyac<U+00E1>,Municipio,2.49,1,2,2,1,1
15380,La Capilla,Boyac<U+00E1>,Municipio,0.89,1,1,1,1,1
15401,La Victoria,Boyac<U+00E1>,Municipio,0.65,1,1,1,1,1
15403,La Uvita,Boyac<U+00E1>,Municipio,0.51,1,1,1,1,1
15407,Villa de Leyva,Boyac<U+00E1>,Municipio,2.1,1,2,2,1,1
15425,Macanal,Boyac<U+00E1>,Municipio,2.51,1,2,2,1,1
15442,Marip<U+00ED>,Boyac<U+00E1>,Municipio,2.04,1,2,2,1,1
15455,Miraflores,Boyac<U+00E1>,Municipio,2.59,1,2,2,1,1
15464,Mongua,Boyac<U+00E1>,Municipio,2.02,1,2,2,1,1
15466,Mongu<U+00ED>,Boyac<U+00E1>,Municipio,0.93,1,1,1,1,1
15469,Moniquir<U+00E1>,Boyac<U+00E1>,Municipio,3.67,2,4,3,2,2
15476,Motavita,Boyac<U+00E1>,Municipio,1.64,1,1,1,1,1
15480,Muzo,Boyac<U+00E1>,Municipio,1.56,1,1,1,1,1
15494,Nuevo Col<U+00F3>n,Boyac<U+00E1>,Municipio,0.84,1,1,1,1,1
15500,Oicat<U+00E1>,Boyac<U+00E1>,Municipio,3.69,2,4,3,2,2
15507,Otanche,Boyac<U+00E1>,Municipio,2.51,1,2,2,1,1
15511,Pachavita,Boyac<U+00E1>,Municipio,1.82,1,1,1,1,1
15514,P<U+00E1>ez,Boyac<U+00E1>,Municipio,2.13,1,2,2,1,1
15516,Paipa,Boyac<U+00E1>,Municipio,2.94,1,3,2,1,1
15518,Pajarito,Boyac<U+00E1>,Municipio,1.54,1,1,1,1,1
15522,Panqueba,Boyac<U+00E1>,Municipio,2,1,2,2,1,1
15531,Pauna,Boyac<U+00E1>,Municipio,2.86,1,3,2,1,1
15533,Paya,Boyac<U+00E1>,Municipio,0.47,1,1,1,1,1
15537,Paz de R<U+00ED>o,Boyac<U+00E1>,Municipio,1.86,1,1,1,1,1
15542,Pesca,Boyac<U+00E1>,Municipio,0.79,1,1,1,1,1
15550,Pisba,Boyac<U+00E1>,Municipio,3.2,2,3,2,1,1
15572,Puerto Boyac<U+00E1>,Boyac<U+00E1>,Municipio,3.39,2,3,3,1,1
15580,Qu<U+00ED>pama,Boyac<U+00E1>,Municipio,1.59,1,1,1,1,1
15599,Ramiriqu<U+00ED>,Boyac<U+00E1>,Municipio,4.34,2,4,3,2,2
15600,R<U+00E1>quira,Boyac<U+00E1>,Municipio,3.18,2,3,2,1,1
15621,Rond<U+00F3>n,Boyac<U+00E1>,Municipio,2.52,1,2,2,1,1
15632,Saboy<U+00E1>,Boyac<U+00E1>,Municipio,1.39,1,1,1,1,1
15638,S<U+00E1>chica,Boyac<U+00E1>,Municipio,3.81,2,4,3,2,2
15646,Samac<U+00E1>,Boyac<U+00E1>,Municipio,1.89,1,1,1,1,1
15660,San Eduardo,Boyac<U+00E1>,Municipio,0.84,1,1,1,1,1
15664,San Jos<U+00E9> de Pare,Boyac<U+00E1>,Municipio,3.21,2,3,2,1,1
15667,San Luis de Gaceno,Boyac<U+00E1>,Municipio,6,3,5,4,2,2
15673,San Mateo,Boyac<U+00E1>,Municipio,1.05,1,1,1,1,1
15676,San Miguel de Sema,Boyac<U+00E1>,Municipio,1.36,1,1,1,1,1
15681,San Pablo de Borbur,Boyac<U+00E1>,Municipio,1.76,1,1,1,1,1
15686,Santana,Boyac<U+00E1>,Municipio,4.19,2,4,3,2,2
15690,Santa Mar<U+00ED>a,Boyac<U+00E1>,Municipio,1.52,1,1,1,1,1
15693,Santa Rosa de Viterbo,Boyac<U+00E1>,Municipio,2.39,1,2,2,1,1
15696,Santa Sof<U+00ED>a,Boyac<U+00E1>,Municipio,3.35,2,3,3,1,1
15720,Sativanorte,Boyac<U+00E1>,Municipio,3.97,2,4,3,2,2
15723,Sativasur,Boyac<U+00E1>,Municipio,0,1,1,1,1,1
15740,Siachoque,Boyac<U+00E1>,Municipio,1.76,1,1,1,1,1
15753,Soat<U+00E1>,Boyac<U+00E1>,Municipio,0.89,1,1,1,1,1
15755,Socot<U+00E1>,Boyac<U+00E1>,Municipio,1.47,1,1,1,1,1
15757,Socha,Boyac<U+00E1>,Municipio,2.76,1,2,2,1,1
15759,Sogamoso,Boyac<U+00E1>,Municipio,1.99,1,2,2,1,1
15761,Somondoco,Boyac<U+00E1>,Municipio,2.54,1,2,2,1,1
15762,Sora,Boyac<U+00E1>,Municipio,0.74,1,1,1,1,1
15763,Sotaquir<U+00E1>,Boyac<U+00E1>,Municipio,1.71,1,1,1,1,1
15764,Sorac<U+00E1>,Boyac<U+00E1>,Municipio,2.53,1,2,2,1,1
15774,Susac<U+00F3>n,Boyac<U+00E1>,Municipio,4.64,2,4,3,2,2
15776,Sutamarch<U+00E1>n,Boyac<U+00E1>,Municipio,2.09,1,2,2,1,1
15778,Sutatenza,Boyac<U+00E1>,Municipio,0.84,1,1,1,1,1
15790,Tasco,Boyac<U+00E1>,Municipio,1.24,1,1,1,1,1
15798,Tenza,Boyac<U+00E1>,Municipio,2.05,1,2,2,1,1
15804,Tiban<U+00E1>,Boyac<U+00E1>,Municipio,1.51,1,1,1,1,1
15808,Tinjac<U+00E1>,Boyac<U+00E1>,Municipio,4.45,2,4,3,2,2
15810,Tipacoque,Boyac<U+00E1>,Municipio,1.1,1,1,1,1,1
15814,Toca,Boyac<U+00E1>,Municipio,2.2,1,2,2,1,1
15816,Tog<U+00FC><U+00ED>,Boyac<U+00E1>,Municipio,6.25,3,5,4,2,2
15820,T<U+00F3>paga,Boyac<U+00E1>,Municipio,2.01,1,2,2,1,1
15822,Tota,Boyac<U+00E1>,Municipio,1.86,1,1,1,1,1
15832,Tunungu<U+00E1>,Boyac<U+00E1>,Municipio,0.73,1,1,1,1,1
15835,Turmequ<U+00E9>,Boyac<U+00E1>,Municipio,0.93,1,1,1,1,1
15837,Tuta,Boyac<U+00E1>,Municipio,2.51,1,2,2,1,1
15839,Tutaz<U+00E1>,Boyac<U+00E1>,Municipio,1.91,1,1,1,1,1
15842,Umbita,Boyac<U+00E1>,Municipio,1.17,1,1,1,1,1
15861,Ventaquemada,Boyac<U+00E1>,Municipio,2.83,1,3,2,1,1
15879,Viracach<U+00E1>,Boyac<U+00E1>,Municipio,1.86,1,1,1,1,1
15897,Zetaquira,Boyac<U+00E1>,Municipio,1,1,1,1,1,1
17001,Manizales,Caldas,Municipio,3.06,2,3,2,1,1
17013,Aguadas,Caldas,Municipio,3.24,2,3,2,1,1
17042,Anserma,Caldas,Municipio,3.81,2,4,3,2,2
17050,Aranzazu,Caldas,Municipio,3.3,2,3,3,1,1
17088,Belalc<U+00E1>zar,Caldas,Municipio,5.08,2,5,4,2,2
17174,Chinchin<U+00E1>,Caldas,Municipio,5.53,2,5,4,2,2
17272,Filadelfia,Caldas,Municipio,4.64,2,4,3,2,2
17380,La Dorada,Caldas,Municipio,4.41,2,4,3,2,2
17388,La Merced,Caldas,Municipio,3.91,2,4,3,2,2
17433,Manzanares,Caldas,Municipio,2.27,1,2,2,1,1
17442,Marmato,Caldas,Municipio,3.05,2,3,2,1,1
17444,Marquetalia,Caldas,Municipio,3.37,2,3,3,1,1
17446,Marulanda,Caldas,Municipio,2.97,2,3,2,1,1
17486,Neira,Caldas,Municipio,3.8,2,4,3,2,2
17495,Norcasia,Caldas,Municipio,2.37,1,2,2,1,1
17513,P<U+00E1>cora,Caldas,Municipio,3.89,2,4,3,2,2
17524,Palestina,Caldas,Municipio,3.87,2,4,3,2,2
17541,Pensilvania,Caldas,Municipio,3.55,2,3,3,2,2
17616,Risaralda,Caldas,Municipio,6.41,3,5,4,2,2
17653,Salamina,Caldas,Municipio,2.25,1,2,2,1,1
17662,Saman<U+00E1>,Caldas,Municipio,2.45,1,2,2,1,1
17665,San Jos<U+00E9>,Caldas,Municipio,1.95,1,2,1,1,1
17777,Sup<U+00ED>a,Caldas,Municipio,3.15,2,3,2,1,1
17867,Victoria,Caldas,Municipio,4.82,2,5,4,2,2
17873,Villamar<U+00ED>a,Caldas,Municipio,3.27,2,3,3,1,1
17877,Viterbo,Caldas,Municipio,3.27,2,3,3,1,1
18001,Florencia,Caquet<U+00E1>,Municipio,5.93,3,5,4,2,2
18029,Albania,Caquet<U+00E1>,Municipio,6.66,3,5,4,2,2
18094,Bel<U+00E9>n de los Andaquies,Caquet<U+00E1>,Municipio,6.12,3,5,4,2,2
18247,El Doncello,Caquet<U+00E1>,Municipio,5.42,2,5,4,2,2
18256,El Paujil,Caquet<U+00E1>,Municipio,7.8,3,5,5,3,2
13140,Calamar,Bol<U+00ED>var,Municipio,2.11,1,2,2,1,1
13160,Cantagallo,Bol<U+00ED>var,Municipio,4.09,2,4,3,2,2
13188,Cicuco,Bol<U+00ED>var,Municipio,5.17,2,5,4,2,2
13212,C<U+00F3>rdoba,Bol<U+00ED>var,Municipio,1.47,1,1,1,1,1
13222,Clemencia,Bol<U+00ED>var,Municipio,3.13,2,3,2,1,1
13244,El Carmen de Bol<U+00ED>var,Bol<U+00ED>var,Municipio,3.55,2,3,3,2,2
13248,El Guamo,Bol<U+00ED>var,Municipio,3.19,2,3,2,1,1
13268,El Pe<U+00F1><U+00F3>n,Bol<U+00ED>var,Municipio,3.96,2,4,3,2,2
13300,Hatillo de Loba,Bol<U+00ED>var,Municipio,4.12,2,4,3,2,2
13430,Magangu<U+00E9>,Bol<U+00ED>var,Municipio,3.94,2,4,3,2,2
13433,Mahates,Bol<U+00ED>var,Municipio,2.82,1,2,2,1,1
13440,Margarita,Bol<U+00ED>var,Municipio,3.97,2,4,3,2,2
13442,Mar<U+00ED>a la Baja,Bol<U+00ED>var,Municipio,3.39,2,3,3,1,1
13458,Montecristo,Bol<U+00ED>var,Municipio,5.83,2,5,4,2,2
13468,Momp<U+00F3>s,Bol<U+00ED>var,Municipio,3.95,2,4,3,2,2
13473,Morales,Bol<U+00ED>var,Municipio,3.49,2,3,3,2,2
13490,Norosi,Bol<U+00ED>var,Municipio,1.63,1,1,1,1,1
13549,Pinillos,Bol<U+00ED>var,Municipio,4.43,2,4,3,2,2
13580,Regidor,Bol<U+00ED>var,Municipio,6.29,3,5,4,2,2
13600,R<U+00ED>o Viejo,Bol<U+00ED>var,Municipio,3.85,2,4,3,2,2
13620,San Crist<U+00F3>bal,Bol<U+00ED>var,Municipio,3.18,2,3,2,1,1
13647,San Estanislao,Bol<U+00ED>var,Municipio,3.41,2,3,3,1,1
13654,San Jacinto,Bol<U+00ED>var,Municipio,3.12,2,3,2,1,1
13655,San Jacinto del Cauca,Bol<U+00ED>var,Municipio,4.47,2,4,3,2,2
13657,San Juan Nepomuceno,Bol<U+00ED>var,Municipio,3.73,2,4,3,2,2
13667,San Mart<U+00ED>n de Loba,Bol<U+00ED>var,Municipio,5.1,2,5,4,2,2
13670,San Pablo,Bol<U+00ED>var,Municipio,2.39,1,2,2,1,1
13673,Santa Catalina,Bol<U+00ED>var,Municipio,2.73,1,2,2,1,1
13683,Santa Rosa,Bol<U+00ED>var,Municipio,1.76,1,1,1,1,1
13688,Santa Rosa del Sur,Bol<U+00ED>var,Municipio,3.95,2,4,3,2,2
13744,Simit<U+00ED>,Bol<U+00ED>var,Municipio,3.6,2,3,3,2,2
13760,Soplaviento,Bol<U+00ED>var,Municipio,1.08,1,1,1,1,1
13780,Talaigua Nuevo,Bol<U+00ED>var,Municipio,2.15,1,2,2,1,1
13810,Tiquisio,Bol<U+00ED>var,Municipio,3.16,2,3,2,1,1
13836,Turbaco,Bol<U+00ED>var,Municipio,2.84,1,3,2,1,1
13838,Turban<U+00E1>,Bol<U+00ED>var,Municipio,3.1,2,3,2,1,1
13873,Villanueva,Bol<U+00ED>var,Municipio,1.11,1,1,1,1,1
13894,Zambrano,Bol<U+00ED>var,Municipio,2.32,1,2,2,1,1
15022,Almeida,Boyac<U+00E1>,Municipio,2.05,1,2,2,1,1
15047,Aquitania,Boyac<U+00E1>,Municipio,3.86,2,4,3,2,2
15051,Arcabuco,Boyac<U+00E1>,Municipio,1.28,1,1,1,1,1
15087,Bel<U+00E9>n,Boyac<U+00E1>,Municipio,2.8,1,2,2,1,1
15090,Berbeo,Boyac<U+00E1>,Municipio,1.49,1,1,1,1,1
15092,Bet<U+00E9>itiva,Boyac<U+00E1>,Municipio,2.4,1,2,2,1,1
15097,Boavita,Boyac<U+00E1>,Municipio,1.64,1,1,1,1,1
15104,Boyac<U+00E1>,Boyac<U+00E1>,Municipio,2.01,1,2,2,1,1
15106,Brice<U+00F1>o,Boyac<U+00E1>,Municipio,0.82,1,1,1,1,1
15109,Buenavista,Boyac<U+00E1>,Municipio,2.94,1,3,2,1,1
15114,Busbanz<U+00E1>,Boyac<U+00E1>,Municipio,2.27,1,2,2,1,1
15131,Caldas,Boyac<U+00E1>,Municipio,2.68,1,2,2,1,1
15135,Campohermoso,Boyac<U+00E1>,Municipio,0.69,1,1,1,1,1
15162,Cerinza,Boyac<U+00E1>,Municipio,0.6,1,1,1,1,1
15172,Chinavita,Boyac<U+00E1>,Municipio,1.9,1,1,1,1,1
15176,Chiquinquir<U+00E1>,Boyac<U+00E1>,Municipio,1.94,1,2,1,1,1
15180,Chiscas,Boyac<U+00E1>,Municipio,1.06,1,1,1,1,1
05002,Abejorral,Antioquia,Municipio,2.9,1,3,2,1,1
05004,Abriaqu<U+00ED>,Antioquia,Municipio,0,1,1,1,1,1
05021,Alejandr<U+00ED>a,Antioquia,Municipio,1.42,1,1,1,1,1
05030,Amag<U+00E1>,Antioquia,Municipio,5.04,2,5,4,2,2
05034,Andes,Antioquia,Municipio,4.33,2,4,3,2,2
05036,Angel<U+00F3>polis,Antioquia,Municipio,0.98,1,1,1,1,1
05038,Angostura,Antioquia,Municipio,2.96,1,3,2,1,1
05040,Anor<U+00ED>,Antioquia,Municipio,5.94,3,5,4,2,2
05044,Anza,Antioquia,Municipio,2.19,1,2,2,1,1
05055,Argelia,Antioquia,Municipio,3.13,2,3,2,1,1
05059,Armenia,Antioquia,Municipio,3.64,2,4,3,2,2
05091,Betania,Antioquia,Municipio,2.21,1,2,2,1,1
05093,Betulia,Antioquia,Municipio,2.72,1,2,2,1,1
05101,Ciudad Bol<U+00ED>var,Antioquia,Municipio,7.45,3,5,5,3,2
05107,Brice<U+00F1>o,Antioquia,Municipio,2.8,1,2,2,1,1
05113,Buritic<U+00E1>,Antioquia,Municipio,8.01,3,5,5,3,2
05120,C<U+00E1>ceres,Antioquia,Municipio,5.8,2,5,4,2,2
05125,Caicedo,Antioquia,Municipio,1.86,1,1,1,1,1
05134,Campamento,Antioquia,Municipio,3.74,2,4,3,2,2
05142,Caracol<U+00ED>,Antioquia,Municipio,3.27,2,3,3,1,1
05145,Caramanta,Antioquia,Municipio,2.24,1,2,2,1,1
05148,El Carmen de Viboral,Antioquia,Municipio,3.55,2,3,3,2,2
05150,Carolina,Antioquia,Municipio,2.4,1,2,2,1,1
05172,Chigorod<U+00F3>,Antioquia,Municipio,5.48,2,5,4,2,2
05190,Cisneros,Antioquia,Municipio,2.35,1,2,2,1,1
05197,Cocorn<U+00E1>,Antioquia,Municipio,3.28,2,3,3,1,1
05206,Concepci<U+00F3>n,Antioquia,Municipio,1.76,1,1,1,1,1
05209,Concordia,Antioquia,Municipio,3.9,2,4,3,2,2
05237,Don Mat<U+00ED>as,Antioquia,Municipio,6.31,3,5,4,2,2
05250,El Bagre,Antioquia,Municipio,4.61,2,4,3,2,2
05264,Entrerrios,Antioquia,Municipio,1.48,1,1,1,1,1
05282,Fredonia,Antioquia,Municipio,1.89,1,1,1,1,1
05284,Frontino,Antioquia,Municipio,3.37,2,3,3,1,1
05306,Giraldo,Antioquia,Municipio,3.99,2,4,3,2,2
05313,Granada,Antioquia,Municipio,2.99,2,3,2,1,1
05318,Guarne,Antioquia,Municipio,3.99,2,4,3,2,2
05321,Guatape,Antioquia,Municipio,4.28,2,4,3,2,2
05347,Heliconia,Antioquia,Municipio,4.93,2,5,4,2,2
05353,Hispania,Antioquia,Municipio,4.11,2,4,3,2,2
05361,Ituango,Antioquia,Municipio,3.85,2,4,3,2,2
05368,Jeric<U+00F3>,Antioquia,Municipio,2.37,1,2,2,1,1
05390,La Pintada,Antioquia,Municipio,3.66,2,4,3,2,2
05400,La Uni<U+00F3>n,Antioquia,Municipio,4.27,2,4,3,2,2
05425,Maceo,Antioquia,Municipio,3.05,2,3,2,1,1
05440,Marinilla,Antioquia,Municipio,3.86,2,4,3,2,2
05467,Montebello,Antioquia,Municipio,3.37,2,3,3,1,1
05483,Nari<U+00F1>o,Antioquia,Municipio,5.19,2,5,4,2,2
05495,Nech<U+00ED>,Antioquia,Municipio,6.44,3,5,4,2,2
05501,Olaya,Antioquia,Municipio,2.49,1,2,2,1,1
05541,Pe<U+00F1>ol,Antioquia,Municipio,2.58,1,2,2,1,1
05543,Peque,Antioquia,Municipio,1.74,1,1,1,1,1
05576,Pueblorrico,Antioquia,Municipio,3.16,2,3,2,1,1
05579,Puerto Berr<U+00ED>o,Antioquia,Municipio,2.85,1,3,2,1,1
05585,Puerto Nare,Antioquia,Municipio,3.37,2,3,3,1,1
05591,Puerto Triunfo,Antioquia,Municipio,2.57,1,2,2,1,1
05604,Remedios,Antioquia,Municipio,6.53,3,5,4,2,2
05607,Retiro,Antioquia,Municipio,3.41,2,3,3,1,1
05628,Sabanalarga,Antioquia,Municipio,0.64,1,1,1,1,1
05642,Salgar,Antioquia,Municipio,4.21,2,4,3,2,2
05647,San Andr<U+00E9>s,Antioquia,Municipio,3.9,2,4,3,2,2
05649,San Carlos,Antioquia,Municipio,2.92,1,3,2,1,1
05652,San Francisco,Antioquia,Municipio,7.46,3,5,5,3,2
05658,San Jos<U+00E9> de la Monta<U+00F1>a,Antioquia,Municipio,0.99,1,1,1,1,1
05659,San Juan de Urab<U+00E1>,Antioquia,Municipio,2.03,1,2,2,1,1
05660,San Luis,Antioquia,Municipio,3.37,2,3,3,1,1
05664,San Pedro,Antioquia,Municipio,3.39,2,3,3,1,1
05665,San Pedro de Uraba,Antioquia,Municipio,3.19,2,3,2,1,1
25295,Gachancip<U+00E1>,Cundinamarca,Municipio,4.48,2,4,3,2,2
25335,Guayabetal,Cundinamarca,Municipio,2.27,1,2,2,1,1
25339,Guti<U+00E9>rrez,Cundinamarca,Municipio,0.78,1,1,1,1,1
25368,Jerusal<U+00E9>n,Cundinamarca,Municipio,3.32,2,3,3,1,1
25372,Jun<U+00ED>n,Cundinamarca,Municipio,2.11,1,2,2,1,1
25377,La Calera,Cundinamarca,Municipio,3.85,2,4,3,2,2
25386,La Mesa,Cundinamarca,Municipio,3.58,2,3,3,2,2
25394,La Palma,Cundinamarca,Municipio,2.09,1,2,2,1,1
25398,La Pe<U+00F1>a,Cundinamarca,Municipio,4.46,2,4,3,2,2
25402,La Vega,Cundinamarca,Municipio,1.95,1,2,1,1,1
25407,Lenguazaque,Cundinamarca,Municipio,2.64,1,2,2,1,1
25426,Macheta,Cundinamarca,Municipio,1.82,1,1,1,1,1
25430,Madrid,Cundinamarca,Municipio,5.4,2,5,4,2,2
25436,Manta,Cundinamarca,Municipio,1.14,1,1,1,1,1
25438,Medina,Cundinamarca,Municipio,4.86,2,5,4,2,2
25473,Mosquera,Cundinamarca,Municipio,2.5,1,2,2,1,1
25483,Nari<U+00F1>o,Cundinamarca,Municipio,2.14,1,2,2,1,1
25486,Nemoc<U+00F3>n,Cundinamarca,Municipio,4.17,2,4,3,2,2
25488,Nilo,Cundinamarca,Municipio,3.69,2,4,3,2,2
25489,Nimaima,Cundinamarca,Municipio,2.61,1,2,2,1,1
25491,Nocaima,Cundinamarca,Municipio,2.27,1,2,2,1,1
25506,Venecia,Cundinamarca,Municipio,2.11,1,2,2,1,1
25513,Pacho,Cundinamarca,Municipio,2.61,1,2,2,1,1
25518,Paime,Cundinamarca,Municipio,3.9,2,4,3,2,2
25524,Pandi,Cundinamarca,Municipio,2.4,1,2,2,1,1
25530,Paratebueno,Cundinamarca,Municipio,5,2,5,4,2,2
25535,Pasca,Cundinamarca,Municipio,2.1,1,2,2,1,1
25572,Puerto Salgar,Cundinamarca,Municipio,2.63,1,2,2,1,1
25580,Pul<U+00ED>,Cundinamarca,Municipio,4.1,2,4,3,2,2
25592,Quebradanegra,Cundinamarca,Municipio,4.03,2,4,3,2,2
25594,Quetame,Cundinamarca,Municipio,1.21,1,1,1,1,1
25596,Quipile,Cundinamarca,Municipio,5.19,2,5,4,2,2
25599,Apulo,Cundinamarca,Municipio,3.07,2,3,2,1,1
25612,Ricaurte,Cundinamarca,Municipio,6.32,3,5,4,2,2
25645,San Antonio del Tequendama,Cundinamarca,Municipio,3.06,2,3,2,1,1
25649,San Bernardo,Cundinamarca,Municipio,2.92,1,3,2,1,1
25653,San Cayetano,Cundinamarca,Municipio,5.97,3,5,4,2,2
25658,San Francisco,Cundinamarca,Municipio,2.83,1,3,2,1,1
25662,San Juan de R<U+00ED>o Seco,Cundinamarca,Municipio,1.9,1,1,1,1,1
25718,Sasaima,Cundinamarca,Municipio,6.42,3,5,4,2,2
25736,Sesquil<U+00E9>,Cundinamarca,Municipio,3.38,2,3,3,1,1
